NASDAQ Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,NASDAQ,Common Stock
ANGHW,Anghami Inc. - Warrants,S,N,N,100,N,N,NASDAQ,No
ANGI,Angi Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ANGL,VanEck Fallen Angel High Yield Bond ETF,G,N,N,100,Y,N,NASDAQ,No
ANGO,"AngioDynamics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ANIK,Anika Therapeutics Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ANIX,"Anixa Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ANNX,"Annexon, Inc. - common stock",Q,N,N,100,N,N,NASDAQ,Yes
ANSS,"ANSYS, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ANTE,"AirNet Technology Inc. - American Depositary Shares, each representing one ordinary shares",S,N,N,100,N,N,NASDAQ,No
ANTX,"AN2 Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ANY,Sphere 3D Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,No
ANZU,Anzu Special Acquisition Corp I - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ANZUU,Anzu Special Acquisition Corp I - Units,S,N,N,100,N,N,NASDAQ,No
ANZUW,Anzu Special Acquisition Corp I - Warrant,S,N,N,100,N,N,NASDAQ,No
AOGO,Arogo Capital Acquisition Corp. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
AOGOU,Arogo Capital Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
AOGOW,Arogo Capital Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,Q,N,N,100,N,N,NASDAQ,No
AOTG,AOT Growth and Innovation ETF,G,N,N,100,Y,N,NASDAQ,No
AOUT,"American Outdoor Brands, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
APA,APA Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
APAC,StoneBridge Acquisition Corporation - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,No
APACU,StoneBridge Acquisition Corporation - Unit,S,N,D,100,N,N,NASDAQ,No
APACW,StoneBridge Acquisition Corporation - Warrant,S,N,D,100,N,N,NASDAQ,No
APCX,AppTech Payments Corp. - Common stock,S,N,N,100,N,N,NASDAQ,Yes
APCXW,AppTech Payments Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
APDN,"Applied DNA Sciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
APEI,"American Public Education, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
APGE,"Apogee Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
API,"Agora, Inc. - ADS",Q,N,N,100,N,N,NASDAQ,No
APLD,Applied Digital Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
APLM,Apollomics Inc. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
APLMW,Apollomics Inc. - Warrant,S,N,N,100,N,N,NASDAQ,No
APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
APLT,"Applied Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
APM,Aptorum Group Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
APOG,"Apogee Enterprises, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
APP,Applovin Corporation - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
APPF,"AppFolio, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
APPN,Appian Corporation - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
APPS,"Digital Turbine, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
APRE,"Aprea Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
APTM,Alpha Partners Technology Merger Corp. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
APTMU,Alpha Partners Technology Merger Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
APTMW,Alpha Partners Technology Merger Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
APTO,"Aptose Biosciences, Inc. - Common Shares",S,N,N,100,N,N,NASDAQ,No
APVO,Aptevo Therapeutics Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",S,N,N,100,N,N,NASDAQ,No
APXI,APx Acquisition Corp. I - Class A Ordinary Share,G,N,N,100,N,N,NASDAQ,No
APXIU,APx Acquisition Corp. I - Unit,G,N,N,100,N,N,NASDAQ,No
APXIW,APx Acquisition Corp. I - Warrant,G,N,D,100,N,N,NASDAQ,No
APYX,Apyx Medical Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
AQB,"AquaBounty Technologies, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
AQMS,"Aqua Metals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
AQST,"Aquestive Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AQU,Aquaron Acquisition Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
AQUNR,Aquaron Acquisition Corp. - Rights,S,N,N,100,N,N,NASDAQ,No
AQUNU,Aquaron Acquisition Corp. - Units,S,N,N,100,N,N,NASDAQ,No
AQWA,Global X Clean Water ETF,G,N,N,100,Y,N,NASDAQ,No
ARAV,"Aravive, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ARAY,Accuray Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ARBB,ARB IOT Group Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ARBE,Arbe Robotics Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ARBEW,Arbe Robotics Ltd. - Warrant,S,N,N,100,N,N,NASDAQ,No
ARBK,Argo Blockchain plc - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
ARBKL,Argo Blockchain plc - 8.75% Senior Notes due 2026,G,N,N,100,N,N,NASDAQ,No
ARCB,ArcBest Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ARCC,Ares Capital Corporation - Closed End Fund,Q,N,N,100,N,N,NASDAQ,No
ARCE,Arco Platform Limited - Class A Common Shares,Q,N,N,100,N,N,NASDAQ,No
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
ARDX,"Ardelyx, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AREB,"American Rebel Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
AREBW,"American Rebel Holdings, Inc. - warrants",S,N,N,100,N,N,NASDAQ,No
AREC,American Resources Corporation - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ARGX,argenx SE - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
ARHS,"Arhaus, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ARIZ,Arisz Acquisition Corp. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
ARIZR,Arisz Acquisition Corp. - Right,G,N,N,100,N,N,NASDAQ,No
ARIZU,Arisz Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
ARIZW,Arisz Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
ARKO,ARKO Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ARKOW,ARKO Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
ARKR,Ark Restaurants Corp. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100,N,N,NASDAQ,No
ARM,Arm Holdings plc - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
AROW,Arrow Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ARQQ,Arqit Quantum Inc. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ARQQW,Arqit Quantum Inc. - Warrants,S,N,N,100,N,N,NASDAQ,No
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,Yes
ARRW,Arrowroot Acquisition Corp. - Class A common stock,S,N,N,100,N,N,NASDAQ,Yes
ARRWU,Arrowroot Acquisition Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
ARRWW,Arrowroot Acquisition Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
ARRY,"Array Technologies, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ARTE,Artemis Strategic Investment Corporation - Class A Common Stock,G,N,D,100,N,N,NASDAQ,Yes
ARTEU,Artemis Strategic Investment Corporation - Unit,G,N,N,100,N,N,NASDAQ,No
ARTEW,Artemis Strategic Investment Corporation - Warrant,G,N,N,100,N,N,NASDAQ,No
ARTL,"Artelo Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ARTLW,"Artelo Biosciences, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ARVL,Arrival - Ordinary Shares,Q,N,E,100,N,N,NASDAQ,No
ARVN,"Arvinas, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ARVR,First Trust Indxx Metaverse ETF,G,N,N,100,Y,N,NASDAQ,No
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ARYD,ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ASCA,A SPAC I Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,NASDAQ,No
ASCAR,A SPAC I Acquisition Corp. - Right,S,N,N,100,N,N,NASDAQ,No
ASCAU,A SPAC I Acquisition Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
ASCAW,A SPAC I Acquisition Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
ASCB,"A SPAC II Acquisition Corp. - Ordinary Shares, Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ASCBR,A SPAC II Acquisition Corp. - Right,G,N,N,100,N,N,NASDAQ,No
ASCBU,A SPAC II Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
ASCBW,A SPAC II Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
ASET,FlexShares Real Assets Allocation Index Fund,G,N,N,100,Y,N,NASDAQ,No
ASLE,AerSale Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ASLN,ASLAN Pharmaceuticals Limited - American Depositary Shares,S,N,N,100,N,N,NASDAQ,No
ASMB,"Assembly Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ASML,ASML Holding N.V. - New York Registry Shares,Q,N,N,100,N,N,NASDAQ,No
ASND,Ascendis Pharma A/S - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
ASNS,"Actelis Networks, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ASPA,"Abri SPAC I, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ASPAU,"Abri SPAC I, Inc. - Unit",S,N,D,100,N,N,NASDAQ,No
ASPAW,"Abri SPAC I, Inc. - Warrant",S,N,D,100,N,N,NASDAQ,No
ASPI,ASP Isotopes Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ASRT,"Assertio Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ASRV,AmeriServ Financial Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
ASST,Asset Entities Inc. - Class B Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ASTC,Astrotech Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ASTE,"Astec Industries, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ASTI,"Ascent Solar Technologies, Inc - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ASTL,Algoma Steel Group Inc. - Common Shares,G,N,N,100,N,N,NASDAQ,No
ASTLW,Algoma Steel Group Inc. - Warrant,G,N,N,100,N,N,NASDAQ,No
ASTR,"Astra Space, Inc. - Class A Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ASTSW,"AST SpaceMobile, Inc. - Warrant",Q,N,N,100,N,N,NASDAQ,No
ASUR,Asure Software Inc - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ASYS,"Amtech Systems, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATAI,ATAI Life Sciences N.V. - Common Shares,G,N,N,100,N,N,NASDAQ,No
ATAK,Aurora Technology Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
ATAKR,Aurora Technology Acquisition Corp. - Rights,G,N,N,100,N,N,NASDAQ,No
ATAKU,Aurora Technology Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
ATAKW,Aurora Technology Acquisition Corp. - Warrants,G,N,D,100,N,N,NASDAQ,No
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
ATCOL,Atlas Corp. - 7.125% Notes due 2027,G,N,N,100,N,N,NASDAQ,No
ATEC,"Alphatec Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATER,"Aterian, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ATEX,Anterix Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ATHA,"Athira Pharma, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATHE,Alterity Therapeutics Limited - American Depositary Shares,S,N,N,100,N,N,NASDAQ,No
ATHX,"Athersys, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ATIF,ATIF Holdings Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ATLC,Atlanticus Holdings Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,G,N,N,100,N,N,NASDAQ,No
ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",Q,N,N,100,N,N,NASDAQ,No
ATLO,Ames National Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ATLX,Atlas Lithium Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ATMC,AlphaTime Acquisition Corp - Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
ATMCR,AlphaTime Acquisition Corp - Right,G,N,N,100,N,N,NASDAQ,No
ATMCU,AlphaTime Acquisition Corp - Unit,G,N,N,100,N,N,NASDAQ,No
ATMCW,AlphaTime Acquisition Corp - Warrant,G,N,N,100,N,N,NASDAQ,No
ATMV,AlphaVest Acquisition Corp - Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
ATMVR,AlphaVest Acquisition Corp - Right,G,N,N,100,N,N,NASDAQ,No
ATMVU,AlphaVest Acquisition Corp - Unit,G,N,N,100,N,N,NASDAQ,No
ATNF,180 Life Sciences Corp. - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
ATNFW,180 Life Sciences Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
ATNI,"ATN International, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATOM,Atomera Incorporated - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ATOS,"Atossa Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATRC,"AtriCure, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ATRI,Atrion Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ATRO,Astronics Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ATSG,"Air Transport Services Group, Inc - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATVI,"Activision Blizzard, Inc - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ATXG,Addentax Group Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ATXI,"Avenue Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ATXS,"Astria Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AUDC,AudioCodes Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
AUGX,"Augmedix, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
AUID,authID Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,G,N,N,100,N,N,NASDAQ,No
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AURA,"Aura Biosciences, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AUROW,"Aurora Innovation, Inc.  - Warrant",Q,N,N,100,N,N,NASDAQ,No
AUTL,Autolus Therapeutics plc - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
AUUD,Auddia Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
AUUDW,Auddia Inc. - Warrants,S,N,N,100,N,N,NASDAQ,No
AUVI,"Applied UV, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
AUVIP,"Applied UV, Inc. - 10.5% Series A Cumulative Perpetual Preferred Stock, $0.0001 par value per share",S,N,N,100,N,N,NASDAQ,No
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
AVAV,"AeroVironment, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVDL,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,G,N,N,100,N,N,NASDAQ,No
AVDX,"AvidXchange Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVGO,Broadcom Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
AVGR,"Avinger, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
AVHI,Achari Ventures Holdings Corp. I - Common Stock,G,N,D,100,N,N,NASDAQ,Yes
AVHIU,Achari Ventures Holdings Corp. I - Unit,G,N,D,100,N,N,NASDAQ,No
AVHIW,Achari Ventures Holdings Corp. I - Warrant,G,N,D,100,N,N,NASDAQ,No
AVID,"Avid Technology, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVIR,"Atea Pharmaceuticals, Inc. - common stock",Q,N,N,100,N,N,NASDAQ,Yes
AVNW,"Aviat Networks, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVO,"Mission Produce, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVPT,"AvePoint, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVPTW,"AvePoint, Inc. - Warrant",Q,N,N,100,N,N,NASDAQ,No
AVRO,"AVROBIO, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVT,"Avnet, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVTA,"Avantax, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AVTE,"Aerovate Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AVTX,"Avalo Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
AVXL,Anavex Life Sciences Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
AWH,Aspira Women's Health Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
AWIN,AERWINS Technologies Inc. - Common Stock,G,N,D,100,N,N,NASDAQ,Yes
AWINW,AERWINS Technologies Inc. - Warrant,S,N,N,100,N,N,NASDAQ,No
AWRE,"Aware, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AXDX,"Accelerate Diagnostics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
AXGN,"Axogen, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
AXLA,Axcella Health Inc. - Common Stock,G,N,D,100,N,N,NASDAQ,Yes
AXNX,"Axonics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AXON,"Axon Enterprise, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AXSM,"Axsome Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
AXTI,AXT Inc - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
AY,Atlantica Sustainable Infrastructure plc - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
AYRO,"AYRO, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
AYTU,"Aytu BioPharma, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
AZ,A2Z Smart Technologies Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,No
AZN,AstraZeneca PLC - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
AZPN,"Aspen Technology, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
AZTA,"Azenta, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BABX,GraniteShares 1.75x Long BABA Daily ETF,G,N,N,100,Y,N,NASDAQ,No
BACK,"IMAC Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",G,N,N,100,N,N,NASDAQ,No
BAFN,BayFirst Financial Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
BAND,Bandwidth Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BANF,BancFirst Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100,N,N,NASDAQ,No
BANL,CBL International Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
BANR,Banner Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BANX,ArrowMark Financial Corp. - Closed End Fund,Q,N,N,100,N,N,NASDAQ,No
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,S,N,N,100,N,N,NASDAQ,No
BASE,"Couchbase, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
BBH,VanEck Biotech ETF,G,N,N,100,Y,N,NASDAQ,No
BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BBLG,Bone Biologics Corp - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
BBLGW,Bone Biologics Corp - warrants,S,N,N,100,N,N,NASDAQ,No
BBSI,"Barrett Business Services, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BCAB,"BioAtla, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
BCAL,Southern California Bancorp - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
BCAN,BYND Cannasoft Enterprises Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
BCDA,"BioCardia, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
BCDAW,"BioCardia, Inc. - Warrant",S,N,D,100,N,N,NASDAQ,No
BCEL,"Atreca, Inc. - Class A Common Stock",Q,N,D,100,N,N,NASDAQ,Yes
BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
BCML,BayCom Corp - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BCOV,Brightcove Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BCOW,"1895 Bancorp of Wisconsin, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
BCPC,Balchem Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BCSA,Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
BCSAU,Blockchain Coinvestors Acquisition Corp. I - Unit,G,N,N,100,N,N,NASDAQ,No
BCSAW,Blockchain Coinvestors Acquisition Corp. I - Warrant,G,N,N,100,N,N,NASDAQ,No
BCTX,BriaCell Therapeutics Corp. - Common Shares,S,N,N,100,N,N,NASDAQ,No
BCTXW,BriaCell Therapeutics Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
BCYC,Bicycle Therapeutics plc - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
BDGS,Bridges Capital Tactical ETF,G,N,N,100,Y,N,NASDAQ,No
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,S,N,N,100,N,N,NASDAQ,No
BDSX,"Biodesix, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BEAM,Beam Therapeutics Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BEAT,"Heartbeam, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
BEATW,"Heartbeam, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
BECN,"Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
BEEM,Beam Global - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
BEEMW,Beam Global - Warrant,S,N,D,100,N,N,NASDAQ,No
BELFA,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BELFB,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
BENF,Beneficient - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
BENFW,Beneficient - Warrant,S,N,N,100,N,N,NASDAQ,No
BETR,Better Home & Finance Holding Company - Class A Common Stock,G,N,D,100,N,N,NASDAQ,Yes
